interaction_id,customer_id,interaction_date,interaction_type,reason,agent_id,duration_minutes,resolution_status,satisfaction_score,notes
CRM0003185,CUST004981,2022-10-31,Email,Feedback,AGENT026,,Resolved,4.0,Issue escalated
CRM0007200,CUST001991,2022-10-31,Email,General Question,AGENT047,,Resolved,4.0,Customer satisfied
CRM0002894,CUST000161,2022-11-01,In-Person,Billing Issue,AGENT033,,Resolved,,Complex issue
CRM0003535,CUST002493,2022-11-01,Email,Technical Support,AGENT012,9.0,Resolved,3.0,Follow-up needed
CRM0000196,CUST004002,2022-11-01,Chat,Complaint,AGENT029,,Resolved,3.0,Resolved quickly
CRM0002449,CUST003974,2022-11-01,Social Media,General Question,AGENT041,8.0,Resolved,4.0,
CRM0004322,CUST004119,2022-11-01,Social Media,Technical Support,AGENT048,16.0,Resolved,3.0,Complex issue
CRM0005907,CUST004235,2022-11-01,Chat,Product Inquiry,AGENT042,47.0,Resolved,2.0,Resolved quickly
CRM0006728,CUST002758,2022-11-01,Phone Call,Billing Issue,AGENT013,28.0,Closed,5.0,Customer satisfied
CRM0003184,CUST001597,2022-11-02,In-Person,General Question,AGENT017,10.0,Escalated,4.0,Issue escalated
CRM0000059,CUST003124,2022-11-02,Email,Return Request,AGENT011,10.0,Pending,4.0,
CRM0005183,CUST002795,2022-11-02,Phone Call,Order Status,AGENT050,,Pending,2.0,Customer satisfied
CRM0006404,CUST003521,2022-11-02,Email,General Question,AGENT037,5.0,Resolved,1.0,Complex issue
CRM0005171,CUST004704,2022-11-02,Chat,Complaint,AGENT042,,Escalated,3.0,
CRM0003071,CUST001584,2022-11-02,Social Media,Complaint,AGENT001,39.0,Closed,4.0,Customer satisfied
CRM0000882,CUST002127,2022-11-02,In-Person,Technical Support,AGENT032,24.0,Closed,4.0,Complex issue
CRM0001396,CUST004347,2022-11-02,Email,Billing Issue,AGENT019,,Pending,5.0,Follow-up needed
CRM0000313,CUST003787,2022-11-03,Chat,Billing Issue,AGENT035,51.0,Resolved,2.0,Follow-up needed
CRM0007545,CUST001773,2022-11-03,Phone Call,General Question,AGENT039,3.0,Closed,4.0,
CRM0002020,CUST000970,2022-11-03,Phone Call,Billing Issue,AGENT014,59.0,Resolved,5.0,Issue escalated
CRM0005949,CUST003920,2022-11-04,Chat,General Question,AGENT050,,Resolved,4.0,Issue escalated
CRM0007496,CUST004937,2022-11-04,Phone Call,Order Status,AGENT049,57.0,Pending,,Complex issue
CRM0004968,CUST003194,2022-11-05,Email,Billing Issue,AGENT048,,Resolved,2.0,Follow-up needed
CRM0006665,CUST001219,2022-11-05,Email,Product Inquiry,AGENT007,25.0,Closed,,Resolved quickly
CRM0004365,CUST004287,2022-11-05,In-Person,Billing Issue,AGENT036,,Escalated,4.0,Complex issue
CRM0007474,CUST000311,2022-11-05,Email,Feedback,AGENT028,19.0,Pending,4.0,Resolved quickly
CRM0003763,CUST003426,2022-11-06,Chat,Complaint,AGENT023,27.0,Pending,,Resolved quickly
CRM0007290,CUST002058,2022-11-06,Email,Product Inquiry,AGENT028,18.0,Pending,3.0,Customer satisfied
CRM0007361,CUST001499,2022-11-06,Social Media,General Question,AGENT023,,Resolved,3.0,
CRM0007238,CUST002139,2022-11-06,In-Person,Technical Support,AGENT026,39.0,Pending,5.0,Resolved quickly
CRM0006913,CUST002447,2022-11-06,Social Media,Billing Issue,AGENT007,26.0,Resolved,3.0,Follow-up needed
CRM0004976,CUST003498,2022-11-06,Chat,Order Status,AGENT045,57.0,Resolved,,Resolved quickly
CRM0007767,CUST000045,2022-11-06,Social Media,Product Inquiry,AGENT033,18.0,Resolved,4.0,Customer satisfied
CRM0006556,CUST002318,2022-11-06,In-Person,Order Status,AGENT044,52.0,Closed,5.0,Complex issue
CRM0000609,CUST003639,2022-11-07,Email,Feedback,AGENT032,35.0,Escalated,4.0,Complex issue
CRM0001498,CUST004127,2022-11-07,In-Person,Technical Support,AGENT020,,Pending,3.0,Follow-up needed
CRM0003488,CUST002708,2022-11-07,Social Media,Complaint,AGENT041,50.0,Resolved,4.0,Resolved quickly
CRM0002551,CUST002485,2022-11-07,In-Person,Billing Issue,AGENT026,54.0,Pending,2.0,Resolved quickly
CRM0006996,CUST004183,2022-11-07,Email,Return Request,AGENT039,,Resolved,4.0,
CRM0004783,CUST004675,2022-11-07,Social Media,Order Status,AGENT041,8.0,Resolved,4.0,Resolved quickly
CRM0001260,CUST004660,2022-11-07,Phone Call,Order Status,AGENT016,18.0,Closed,3.0,Follow-up needed
CRM0000993,CUST001909,2022-11-07,Social Media,Return Request,AGENT004,,Closed,4.0,Resolved quickly
CRM0004946,CUST001653,2022-11-07,Phone Call,General Question,AGENT014,,Resolved,2.0,Issue escalated
CRM0004797,CUST004959,2022-11-07,In-Person,General Question,AGENT011,14.0,Closed,4.0,Customer satisfied
CRM0004477,CUST003241,2022-11-07,In-Person,Billing Issue,AGENT007,52.0,Pending,4.0,Follow-up needed
CRM0005561,CUST004148,2022-11-07,Phone Call,General Question,AGENT029,48.0,Escalated,,Complex issue
CRM0006252,CUST002854,2022-11-07,Phone Call,Return Request,AGENT016,30.0,Pending,4.0,Complex issue
CRM0003455,CUST004970,2022-11-08,Email,Complaint,AGENT022,30.0,Resolved,4.0,Complex issue
CRM0001421,CUST003211,2022-11-08,Email,Technical Support,AGENT027,2.0,Resolved,5.0,Resolved quickly
CRM0004150,CUST004881,2022-11-08,Email,Technical Support,AGENT038,,Pending,2.0,Resolved quickly
CRM0001121,CUST003687,2022-11-08,Phone Call,Order Status,AGENT014,,Escalated,5.0,Resolved quickly
CRM0007836,CUST003649,2022-11-09,Phone Call,General Question,AGENT014,32.0,Escalated,4.0,Issue escalated
CRM0000542,CUST001878,2022-11-09,Chat,General Question,AGENT044,10.0,Resolved,5.0,
CRM0000759,CUST004492,2022-11-09,In-Person,Product Inquiry,AGENT021,33.0,Pending,4.0,Issue escalated
CRM0004306,CUST001530,2022-11-09,Email,Return Request,AGENT048,16.0,Resolved,3.0,
CRM0005398,CUST000035,2022-11-09,Phone Call,Order Status,AGENT014,36.0,Resolved,4.0,
CRM0006958,CUST000390,2022-11-09,Social Media,Feedback,AGENT033,,Resolved,4.0,Follow-up needed
CRM0007032,CUST003946,2022-11-09,Social Media,General Question,AGENT005,53.0,Resolved,1.0,Customer satisfied
CRM0004497,CUST001314,2022-11-09,Phone Call,Order Status,AGENT003,,Resolved,4.0,Issue escalated
CRM0002130,CUST002405,2022-11-09,In-Person,Product Inquiry,AGENT001,55.0,Resolved,4.0,Complex issue
CRM0006645,CUST002518,2022-11-09,Chat,Order Status,AGENT023,45.0,Escalated,1.0,Customer satisfied
CRM0000650,CUST000718,2022-11-09,In-Person,Billing Issue,AGENT013,,Resolved,5.0,
CRM0007783,CUST004408,2022-11-09,In-Person,Billing Issue,AGENT021,,Resolved,5.0,Customer satisfied
CRM0003163,CUST003628,2022-11-10,Social Media,Feedback,AGENT017,,Escalated,3.0,Customer satisfied
CRM0001886,CUST004379,2022-11-10,Email,Order Status,AGENT018,57.0,Pending,2.0,Follow-up needed
CRM0000284,CUST000706,2022-11-11,Social Media,Product Inquiry,AGENT024,40.0,Pending,4.0,Resolved quickly
CRM0007399,CUST001820,2022-11-11,Email,Product Inquiry,AGENT013,16.0,Escalated,5.0,Customer satisfied
CRM0000126,CUST004828,2022-11-11,Email,Order Status,AGENT034,31.0,Pending,1.0,Resolved quickly
CRM0006391,CUST001917,2022-11-11,Email,Complaint,AGENT018,57.0,Resolved,5.0,
CRM0007734,CUST002831,2022-11-11,Social Media,Order Status,AGENT036,,Resolved,2.0,Complex issue
CRM0006525,CUST003109,2022-11-11,In-Person,Order Status,AGENT038,56.0,Resolved,4.0,Resolved quickly
CRM0007227,CUST003001,2022-11-11,Phone Call,Complaint,AGENT035,44.0,Pending,1.0,Resolved quickly
CRM0000157,CUST003307,2022-11-11,Email,Billing Issue,AGENT029,,Pending,4.0,Follow-up needed
CRM0002374,CUST000225,2022-11-11,Social Media,Return Request,AGENT018,,Resolved,4.0,Follow-up needed
CRM0007735,CUST004233,2022-11-11,Email,Technical Support,AGENT029,52.0,Resolved,3.0,Resolved quickly
CRM0004486,CUST003535,2022-11-11,Phone Call,Return Request,AGENT018,14.0,Resolved,3.0,Customer satisfied
CRM0006489,CUST004317,2022-11-11,In-Person,Product Inquiry,AGENT027,39.0,Resolved,,Complex issue
CRM0005724,CUST002859,2022-11-12,Phone Call,General Question,AGENT043,58.0,Resolved,,
CRM0002539,CUST002927,2022-11-12,In-Person,Billing Issue,AGENT018,,Pending,5.0,Follow-up needed
CRM0003536,CUST003860,2022-11-12,Social Media,Technical Support,AGENT029,26.0,Resolved,4.0,Complex issue
CRM0000048,CUST004474,2022-11-12,Email,Order Status,AGENT035,,Resolved,3.0,
CRM0005386,CUST003420,2022-11-12,Email,Feedback,AGENT050,,Resolved,5.0,
CRM0004031,CUST003288,2022-11-12,In-Person,Technical Support,AGENT047,17.0,Resolved,4.0,Follow-up needed
CRM0001069,CUST000674,2022-11-12,Chat,Return Request,AGENT041,43.0,Escalated,5.0,Complex issue
CRM0003337,CUST002516,2022-11-12,Email,General Question,AGENT017,11.0,Closed,3.0,Issue escalated
CRM0005811,CUST001347,2022-11-13,Chat,General Question,AGENT033,,Resolved,3.0,Issue escalated
CRM0000790,CUST003953,2022-11-13,Chat,Product Inquiry,AGENT027,33.0,Pending,3.0,Issue escalated
CRM0002457,CUST001336,2022-11-13,Chat,Technical Support,AGENT023,,Pending,4.0,Issue escalated
CRM0001137,CUST003387,2022-11-13,Phone Call,Product Inquiry,AGENT030,45.0,Resolved,4.0,Complex issue
CRM0003112,CUST000446,2022-11-13,Phone Call,Feedback,AGENT037,22.0,Resolved,5.0,Complex issue
CRM0005676,CUST002576,2022-11-13,Chat,Product Inquiry,AGENT010,,Resolved,4.0,Complex issue
CRM0001549,CUST002084,2022-11-13,Phone Call,Complaint,AGENT009,17.0,Resolved,3.0,Customer satisfied
CRM0006639,CUST002093,2022-11-13,Phone Call,Product Inquiry,AGENT039,18.0,Closed,5.0,Follow-up needed
CRM0000702,CUST004505,2022-11-13,Phone Call,Product Inquiry,AGENT048,,Pending,5.0,Follow-up needed
CRM0003469,CUST003494,2022-11-14,Phone Call,Feedback,AGENT030,,Escalated,,Complex issue
CRM0004672,CUST004276,2022-11-14,Social Media,Complaint,AGENT008,39.0,Closed,4.0,
CRM0001512,CUST001718,2022-11-14,Email,Technical Support,AGENT022,,Pending,4.0,
CRM0007149,CUST000014,2022-11-14,Email,Feedback,AGENT018,,Resolved,4.0,Issue escalated
CRM0003089,CUST004277,2022-11-14,Phone Call,Order Status,AGENT033,52.0,Resolved,4.0,Follow-up needed
CRM0001022,CUST000948,2022-11-14,Phone Call,Technical Support,AGENT043,,Resolved,4.0,Complex issue
CRM0000363,CUST004259,2022-11-14,Social Media,Billing Issue,AGENT046,41.0,Resolved,5.0,Customer satisfied
CRM0004193,CUST003481,2022-11-14,Chat,Order Status,AGENT035,,Pending,4.0,Issue escalated
CRM0006613,CUST004247,2022-11-14,Chat,Order Status,AGENT036,22.0,Resolved,5.0,
CRM0000322,CUST004664,2022-11-14,Phone Call,Complaint,AGENT048,,Resolved,5.0,Resolved quickly
CRM0002862,CUST004486,2022-11-15,Chat,Order Status,AGENT006,57.0,Resolved,5.0,Customer satisfied
CRM0007439,CUST001745,2022-11-15,Social Media,General Question,AGENT018,3.0,Pending,4.0,Issue escalated
CRM0002413,CUST002885,2022-11-15,Phone Call,Complaint,AGENT042,48.0,Pending,4.0,Follow-up needed
CRM0003205,CUST003556,2022-11-15,In-Person,Billing Issue,AGENT023,,Resolved,5.0,
CRM0004980,CUST000035,2022-11-15,Email,Product Inquiry,AGENT004,32.0,Pending,5.0,Issue escalated
CRM0000040,CUST003910,2022-11-15,Phone Call,Technical Support,AGENT043,10.0,Closed,4.0,Follow-up needed
CRM0000127,CUST003819,2022-11-16,In-Person,General Question,AGENT045,45.0,Resolved,1.0,
CRM0007198,CUST000137,2022-11-16,Social Media,Technical Support,AGENT010,18.0,Resolved,3.0,Complex issue
CRM0006609,CUST003378,2022-11-16,Phone Call,Return Request,AGENT037,,Resolved,,Resolved quickly
CRM0005284,CUST003343,2022-11-16,In-Person,Feedback,AGENT003,46.0,Closed,5.0,
CRM0001855,CUST003471,2022-11-17,Email,Complaint,AGENT042,29.0,Escalated,,Complex issue
CRM0007956,CUST004480,2022-11-17,Chat,Return Request,AGENT018,,Resolved,3.0,
CRM0005049,CUST004785,2022-11-17,Email,Order Status,AGENT036,58.0,Resolved,1.0,Resolved quickly
CRM0000277,CUST001169,2022-11-17,In-Person,Order Status,AGENT020,7.0,Resolved,4.0,Resolved quickly
CRM0003654,CUST000188,2022-11-17,Phone Call,Order Status,AGENT045,8.0,Resolved,5.0,
CRM0007702,CUST004550,2022-11-17,Social Media,Feedback,AGENT026,27.0,Resolved,5.0,Complex issue
CRM0005912,CUST001206,2022-11-17,Social Media,Complaint,AGENT022,,Resolved,4.0,
CRM0004156,CUST002874,2022-11-18,Social Media,Product Inquiry,AGENT041,13.0,Resolved,4.0,Customer satisfied
CRM0000345,CUST003908,2022-11-18,Email,Billing Issue,AGENT050,,Pending,5.0,Follow-up needed
CRM0002905,CUST004630,2022-11-18,Phone Call,Complaint,AGENT037,,Pending,4.0,Resolved quickly
CRM0003985,CUST004358,2022-11-18,Email,Complaint,AGENT014,49.0,Pending,,
CRM0005856,CUST002830,2022-11-18,Phone Call,Product Inquiry,AGENT030,14.0,Closed,4.0,Complex issue
CRM0003927,CUST002756,2022-11-18,Social Media,Billing Issue,AGENT029,27.0,Pending,3.0,Issue escalated
CRM0003499,CUST000615,2022-11-18,Email,Billing Issue,AGENT002,,Closed,4.0,Complex issue
CRM0004894,CUST003188,2022-11-19,Social Media,General Question,AGENT018,28.0,Resolved,4.0,
CRM0003655,CUST001774,2022-11-19,Phone Call,Order Status,AGENT026,,Resolved,3.0,Follow-up needed
CRM0001703,CUST002871,2022-11-19,Social Media,General Question,AGENT033,,Resolved,4.0,Issue escalated
CRM0007493,CUST001499,2022-11-19,Email,Return Request,AGENT008,,Resolved,2.0,Customer satisfied
CRM0006812,CUST004340,2022-11-19,Phone Call,General Question,AGENT001,25.0,Closed,,Complex issue
CRM0006579,CUST000572,2022-11-19,Email,Complaint,AGENT027,21.0,Escalated,2.0,Follow-up needed
CRM0004359,CUST004243,2022-11-19,In-Person,Return Request,AGENT033,3.0,Resolved,4.0,Issue escalated
CRM0007185,CUST003071,2022-11-19,Social Media,Billing Issue,AGENT023,,Escalated,4.0,Issue escalated
CRM0002149,CUST002180,2022-11-20,Social Media,Technical Support,AGENT046,48.0,Resolved,4.0,
CRM0007348,CUST003669,2022-11-20,Chat,Feedback,AGENT032,20.0,Resolved,4.0,
CRM0007516,CUST001339,2022-11-20,Phone Call,Product Inquiry,AGENT003,24.0,Resolved,,
CRM0005519,CUST002669,2022-11-20,In-Person,Complaint,AGENT035,60.0,Resolved,4.0,Complex issue
CRM0002240,CUST002813,2022-11-20,Social Media,Billing Issue,AGENT045,47.0,Resolved,4.0,Issue escalated
CRM0005832,CUST004803,2022-11-20,Email,General Question,AGENT049,26.0,Resolved,5.0,Issue escalated
CRM0000330,CUST001901,2022-11-20,Chat,Product Inquiry,AGENT035,38.0,Resolved,3.0,Issue escalated
CRM0005330,CUST001019,2022-11-20,Email,Complaint,AGENT025,38.0,Pending,5.0,Complex issue
CRM0000611,CUST001528,2022-11-21,In-Person,General Question,AGENT006,46.0,Resolved,1.0,Complex issue
CRM0006384,CUST002230,2022-11-21,Phone Call,Product Inquiry,AGENT001,23.0,Pending,3.0,Issue escalated
CRM0007459,CUST004438,2022-11-21,Social Media,Technical Support,AGENT003,47.0,Pending,5.0,Complex issue
CRM0005293,CUST003309,2022-11-21,In-Person,Billing Issue,AGENT039,,Escalated,3.0,
CRM0003491,CUST000092,2022-11-21,In-Person,Technical Support,AGENT046,,Pending,4.0,Resolved quickly
CRM0007947,CUST000161,2022-11-21,Chat,Order Status,AGENT010,49.0,Resolved,5.0,Complex issue
CRM0001787,CUST002916,2022-11-21,Social Media,Order Status,AGENT033,37.0,Resolved,5.0,Customer satisfied
CRM0004047,CUST002621,2022-11-21,Phone Call,Return Request,AGENT003,35.0,Resolved,5.0,Follow-up needed
CRM0002945,CUST001475,2022-11-21,Social Media,Order Status,AGENT033,4.0,Resolved,3.0,
CRM0005731,CUST003402,2022-11-22,Social Media,Product Inquiry,AGENT031,24.0,Resolved,5.0,Complex issue
CRM0001319,CUST001129,2022-11-22,Phone Call,General Question,AGENT038,57.0,Closed,5.0,
CRM0001968,CUST003605,2022-11-22,Email,Return Request,AGENT025,,Resolved,4.0,Follow-up needed
CRM0002281,CUST004823,2022-11-22,Chat,General Question,AGENT038,17.0,Pending,4.0,Complex issue
CRM0001982,CUST000424,2022-11-22,Chat,Technical Support,AGENT039,,Resolved,5.0,
CRM0006751,CUST002242,2022-11-22,Phone Call,Billing Issue,AGENT038,38.0,Escalated,4.0,Resolved quickly
CRM0007957,CUST002586,2022-11-22,In-Person,General Question,AGENT038,59.0,Resolved,2.0,Follow-up needed
CRM0000352,CUST000785,2022-11-22,Email,Feedback,AGENT050,3.0,Resolved,5.0,Resolved quickly
CRM0003280,CUST004530,2022-11-22,Social Media,Technical Support,AGENT030,15.0,Resolved,3.0,Resolved quickly
CRM0007469,CUST003269,2022-11-22,In-Person,Return Request,AGENT029,2.0,Escalated,3.0,
CRM0007011,CUST003773,2022-11-23,Chat,Technical Support,AGENT009,,Resolved,2.0,Issue escalated
CRM0001255,CUST004550,2022-11-23,Phone Call,Technical Support,AGENT018,51.0,Pending,5.0,Follow-up needed
CRM0004332,CUST000501,2022-11-23,Email,Billing Issue,AGENT021,,Resolved,3.0,Resolved quickly
CRM0003861,CUST002582,2022-11-23,Chat,Return Request,AGENT019,32.0,Resolved,4.0,
CRM0000527,CUST000505,2022-11-24,Chat,Feedback,AGENT017,2.0,Resolved,3.0,Complex issue
CRM0007218,CUST000060,2022-11-24,Chat,General Question,AGENT007,43.0,Resolved,,Customer satisfied
CRM0004223,CUST000297,2022-11-24,In-Person,Complaint,AGENT039,,Pending,3.0,Complex issue
CRM0005468,CUST001535,2022-11-24,In-Person,Complaint,AGENT029,48.0,Closed,2.0,
CRM0005659,CUST001114,2022-11-24,Phone Call,Billing Issue,AGENT044,22.0,Resolved,3.0,Issue escalated
CRM0004800,CUST000453,2022-11-24,Phone Call,Order Status,AGENT046,,Resolved,2.0,Follow-up needed
CRM0001853,CUST004037,2022-11-24,Email,Product Inquiry,AGENT030,,Closed,3.0,
CRM0002982,CUST001267,2022-11-24,Phone Call,Product Inquiry,AGENT002,7.0,Resolved,4.0,Issue escalated
CRM0006657,CUST002448,2022-11-24,Email,Feedback,AGENT031,55.0,Resolved,4.0,Customer satisfied
CRM0001533,CUST002144,2022-11-24,Social Media,Return Request,AGENT018,4.0,Resolved,5.0,Resolved quickly
CRM0001891,CUST003381,2022-11-24,Chat,General Question,AGENT001,,Closed,3.0,Issue escalated
CRM0001011,CUST004215,2022-11-24,In-Person,Feedback,AGENT022,24.0,Resolved,3.0,Issue escalated
CRM0005521,CUST001924,2022-11-25,In-Person,General Question,AGENT002,59.0,Escalated,5.0,Customer satisfied
CRM0005976,CUST001318,2022-11-25,Social Media,Product Inquiry,AGENT006,,Pending,4.0,
CRM0003547,CUST000918,2022-11-25,In-Person,Order Status,AGENT027,14.0,Resolved,,
CRM0006493,CUST003192,2022-11-26,In-Person,Return Request,AGENT030,,Closed,4.0,Issue escalated
CRM0003550,CUST003385,2022-11-26,Chat,Feedback,AGENT046,32.0,Resolved,2.0,
CRM0001850,CUST002772,2022-11-26,Phone Call,Billing Issue,AGENT032,5.0,Resolved,5.0,Resolved quickly
CRM0000925,CUST000690,2022-11-26,In-Person,Order Status,AGENT007,,Pending,,Resolved quickly
CRM0003706,CUST004248,2022-11-26,Social Media,Product Inquiry,AGENT007,25.0,Pending,5.0,Complex issue
CRM0000104,CUST004140,2022-11-26,Chat,Order Status,AGENT042,2.0,Pending,5.0,Resolved quickly
CRM0001538,CUST003431,2022-11-26,Social Media,Complaint,AGENT017,,Resolved,4.0,Resolved quickly
CRM0003963,CUST001515,2022-11-26,Social Media,Billing Issue,AGENT016,20.0,Escalated,2.0,Follow-up needed
CRM0004176,CUST002665,2022-11-26,Phone Call,Billing Issue,AGENT039,,Resolved,3.0,Issue escalated
CRM0004907,CUST000492,2022-11-27,Social Media,Feedback,AGENT049,45.0,Resolved,4.0,Complex issue
CRM0001247,CUST002219,2022-11-27,Chat,General Question,AGENT027,,Resolved,4.0,Resolved quickly
CRM0003544,CUST003600,2022-11-27,Social Media,Billing Issue,AGENT028,,Resolved,4.0,
CRM0001117,CUST003660,2022-11-28,Social Media,Return Request,AGENT039,34.0,Resolved,5.0,Follow-up needed
CRM0000659,CUST002029,2022-11-28,Chat,Product Inquiry,AGENT047,40.0,Escalated,5.0,Customer satisfied
CRM0002061,CUST000543,2022-11-28,Social Media,Order Status,AGENT039,,Pending,4.0,Resolved quickly
CRM0006073,CUST004232,2022-11-28,Email,Feedback,AGENT016,4.0,Resolved,,Follow-up needed
CRM0002141,CUST004740,2022-11-28,Email,General Question,AGENT016,50.0,Closed,1.0,Follow-up needed
CRM0000232,CUST004763,2022-11-28,Chat,Return Request,AGENT016,39.0,Resolved,2.0,Follow-up needed
CRM0005936,CUST001444,2022-11-29,Chat,Billing Issue,AGENT032,52.0,Resolved,3.0,Follow-up needed
CRM0000913,CUST000311,2022-11-29,Social Media,Complaint,AGENT032,10.0,Resolved,4.0,Follow-up needed
CRM0005590,CUST004937,2022-11-29,In-Person,Order Status,AGENT015,,Closed,3.0,Follow-up needed
CRM0006726,CUST000241,2022-11-29,In-Person,General Question,AGENT013,,Pending,1.0,Complex issue
CRM0003444,CUST003212,2022-11-29,Email,Order Status,AGENT010,10.0,Resolved,4.0,Customer satisfied
CRM0005487,CUST000556,2022-11-29,Social Media,Complaint,AGENT018,5.0,Pending,3.0,Resolved quickly
CRM0000325,CUST003933,2022-11-29,In-Person,General Question,AGENT029,26.0,Resolved,2.0,Follow-up needed
CRM0006524,CUST001397,2022-11-29,Email,Billing Issue,AGENT011,,Resolved,,Follow-up needed
CRM0000378,CUST000728,2022-11-29,In-Person,Product Inquiry,AGENT038,53.0,Closed,4.0,Follow-up needed
CRM0005366,CUST001671,2022-11-30,Social Media,Feedback,AGENT009,,Escalated,4.0,Customer satisfied
CRM0004414,CUST003933,2022-11-30,Chat,Return Request,AGENT024,11.0,Pending,,
