interaction_id,customer_id,interaction_date,interaction_type,reason,sentiment,resolution_status,agent_id,duration_minutes,satisfaction_score
INT0002883,CUST000764,2022-10-02 19:00:00,Email,Feedback,Neutral,Closed,AGENT001,42,
INT0002884,CUST000710,2022-04-04 09:00:00,Chat,Complaint,Negative,Escalated,AGENT049,31,3.0
INT0002885,CUST002434,2022-02-01 17:00:00,Email,Support,Negative,Escalated,AGENT047,27,
INT0002886,CUST003143,2024-08-31 03:00:00,Social Media,Return Request,Neutral,Closed,AGENT039,34,3.0
INT0002887,CUST003273,2023-12-16 03:00:00,Email,Feedback,Neutral,Escalated,AGENT033,40,3.0
INT0002888,CUST004918,2023-09-18 12:00:00,Email,Support,Positive,Escalated,AGENT049,9,3.0
INT0002889,CUST003150,2024-04-07 18:00:00,Email,Support,Negative,Escalated,AGENT024,8,4.0
INT0002890,CUST002112,2024-04-02 14:00:00,Social Media,Complaint,Neutral,Escalated,AGENT017,25,3.0
INT0002891,CUST001220,2024-05-21 16:00:00,Store Visit,Support,Neutral,Resolved,AGENT029,36,
INT0002892,CUST000673,2022-06-28 16:00:00,Store Visit,Support,Negative,Pending,AGENT005,22,5.0
INT0002893,CUST001992,2023-11-29 18:00:00,Store Visit,Feedback,Negative,Closed,AGENT017,10,
INT0002894,CUST003727,2023-06-03 01:00:00,Chat,Complaint,Positive,Closed,AGENT007,44,5.0
INT0002895,CUST002496,2023-05-12 09:00:00,Email,Feedback,Negative,Pending,AGENT005,20,
INT0002896,CUST003393,2022-07-28 06:00:00,Social Media,Inquiry,Positive,Resolved,AGENT038,44,2.0
INT0002897,CUST000732,2024-04-14 22:00:00,Chat,Return Request,Negative,Pending,AGENT027,32,1.0
INT0002898,CUST001118,2023-10-11 08:00:00,Phone Call,Support,Neutral,Escalated,AGENT039,16,
INT0002899,CUST001309,2023-02-23 20:00:00,Social Media,Inquiry,Negative,Escalated,AGENT033,37,4.0
INT0002900,CUST003227,2022-05-17 03:00:00,Phone Call,Complaint,Positive,Closed,AGENT006,2,3.0
INT0002901,CUST001738,2022-05-12 03:00:00,Email,Inquiry,Neutral,Closed,AGENT006,11,
INT0002902,CUST002363,2023-12-26 19:00:00,Phone Call,Return Request,Positive,Resolved,AGENT020,39,2.0
INT0002903,CUST002857,2024-08-20 09:00:00,Chat,Feedback,Negative,Closed,AGENT007,25,1.0
INT0002904,CUST001562,2024-07-06 12:00:00,Social Media,Support,Negative,Resolved,AGENT004,13,
INT0002905,CUST001201,2022-09-18 16:00:00,Chat,Complaint,Neutral,Escalated,AGENT023,29,
INT0002906,CUST000831,2023-11-24 09:00:00,Store Visit,Complaint,Neutral,Escalated,AGENT010,36,
INT0002907,CUST003282,2023-03-31 14:00:00,Store Visit,Complaint,Negative,Closed,AGENT009,19,1.0
INT0002908,CUST001585,2023-03-01 19:00:00,Phone Call,Inquiry,Negative,Resolved,AGENT046,24,5.0
INT0002909,CUST001356,2023-11-07 15:00:00,Store Visit,Inquiry,Positive,Closed,AGENT029,20,2.0
INT0002910,CUST001076,2024-05-16 05:00:00,Phone Call,Feedback,Negative,Escalated,AGENT026,43,4.0
INT0002911,CUST000015,2023-11-02 07:00:00,Phone Call,Support,Positive,Escalated,AGENT030,18,4.0
INT0002912,CUST004088,2024-08-22 08:00:00,Chat,Feedback,Neutral,Escalated,AGENT027,30,3.0
INT0002913,CUST000145,2022-07-13 09:00:00,Phone Call,Feedback,Positive,Pending,AGENT048,10,4.0
INT0002914,CUST004183,2023-03-02 21:00:00,Chat,Inquiry,Positive,Closed,AGENT011,19,5.0
INT0002915,CUST002469,2022-02-27 08:00:00,Social Media,Return Request,Positive,Resolved,AGENT040,43,
INT0002916,CUST001361,2024-06-03 03:00:00,Social Media,Inquiry,Negative,Escalated,AGENT017,2,1.0
INT0002917,CUST002097,2022-10-21 00:00:00,Social Media,Return Request,Positive,Pending,AGENT049,45,3.0
INT0002918,CUST004586,2022-04-06 23:00:00,Phone Call,Support,Neutral,Resolved,AGENT046,37,1.0
INT0002919,CUST003678,2024-04-11 15:00:00,Store Visit,Inquiry,Neutral,Escalated,AGENT012,15,
INT0002920,CUST001563,2022-12-13 06:00:00,Email,Inquiry,Neutral,Escalated,AGENT031,10,1.0
INT0002921,CUST004691,2022-01-31 19:00:00,Store Visit,Return Request,Neutral,Pending,AGENT045,32,
INT0002922,CUST000442,2024-01-21 00:00:00,Email,Complaint,Neutral,Resolved,AGENT044,7,4.0
INT0002923,CUST003688,2022-10-17 11:00:00,Chat,Return Request,Positive,Escalated,AGENT021,45,
INT0002924,CUST001995,2022-06-09 02:00:00,Email,Complaint,Neutral,Resolved,AGENT046,43,
INT0002925,CUST004088,2024-01-07 09:00:00,Email,Complaint,Positive,Escalated,AGENT012,8,
INT0002926,CUST001648,2023-08-13 16:00:00,Social Media,Support,Negative,Resolved,AGENT034,12,
INT0002927,CUST002715,2023-08-01 05:00:00,Email,Feedback,Positive,Closed,AGENT036,7,3.0
INT0002928,CUST001546,2022-06-09 08:00:00,Chat,Feedback,Neutral,Escalated,AGENT046,32,3.0
INT0002929,CUST000639,2023-03-31 13:00:00,Store Visit,Return Request,Negative,Escalated,AGENT034,11,1.0
INT0002930,CUST002630,2024-02-17 13:00:00,Chat,Feedback,Positive,Closed,AGENT048,3,2.0
INT0002931,CUST002169,2022-10-09 07:00:00,Chat,Complaint,Negative,Closed,AGENT046,31,5.0
INT0002932,CUST000935,2024-06-03 21:00:00,Chat,Return Request,Neutral,Resolved,AGENT030,21,
INT0002933,CUST001401,2022-05-01 17:00:00,Chat,Complaint,Negative,Resolved,AGENT011,36,
INT0002934,CUST000156,2022-04-20 19:00:00,Social Media,Return Request,Positive,Pending,AGENT028,27,4.0
INT0002935,CUST001669,2022-02-16 07:00:00,Email,Return Request,Neutral,Resolved,AGENT027,42,2.0
INT0002936,CUST003659,2022-11-02 22:00:00,Store Visit,Support,Negative,Pending,AGENT030,36,4.0
INT0002937,CUST001682,2022-04-09 09:00:00,Social Media,Feedback,Negative,Escalated,AGENT013,10,
INT0002938,CUST001890,2023-09-09 18:00:00,Chat,Inquiry,Neutral,Resolved,AGENT048,38,
INT0002939,CUST002807,2023-07-03 18:00:00,Store Visit,Return Request,Positive,Escalated,AGENT028,18,4.0
INT0002940,CUST003607,2023-06-16 12:00:00,Phone Call,Support,Neutral,Closed,AGENT007,15,1.0
INT0002941,CUST001629,2024-03-06 22:00:00,Social Media,Inquiry,Positive,Pending,AGENT029,45,
INT0002942,CUST003274,2022-02-15 15:00:00,Social Media,Complaint,Neutral,Escalated,AGENT050,31,1.0
INT0002943,CUST000891,2022-05-08 00:00:00,Store Visit,Feedback,Negative,Closed,AGENT050,14,
INT0002944,CUST004020,2022-01-15 20:00:00,Phone Call,Complaint,Neutral,Pending,AGENT009,12,5.0
INT0002945,CUST000637,2023-06-18 10:00:00,Social Media,Support,Neutral,Resolved,AGENT025,41,2.0
INT0002946,CUST001570,2024-04-14 07:00:00,Store Visit,Feedback,Positive,Resolved,AGENT010,37,3.0
INT0002947,CUST001354,2024-07-14 01:00:00,Social Media,Support,Positive,Escalated,AGENT034,5,
INT0002948,CUST003431,2023-12-17 13:00:00,Social Media,Feedback,Negative,Pending,AGENT005,17,
INT0002949,CUST003776,2024-03-03 22:00:00,Chat,Return Request,Neutral,Closed,AGENT029,25,1.0
INT0002950,CUST001883,2024-01-06 23:00:00,Chat,Return Request,Positive,Resolved,AGENT042,34,2.0
INT0002951,CUST003644,2023-01-25 07:00:00,Social Media,Feedback,Positive,Pending,AGENT045,21,3.0
INT0002952,CUST000488,2022-03-28 14:00:00,Chat,Return Request,Negative,Closed,AGENT015,42,4.0
INT0002953,CUST004590,2022-10-26 08:00:00,Social Media,Feedback,Negative,Resolved,AGENT023,6,3.0
INT0002954,CUST002414,2023-11-27 10:00:00,Store Visit,Return Request,Negative,Resolved,AGENT047,17,5.0
INT0002955,CUST005000,2023-04-24 11:00:00,Phone Call,Support,Neutral,Pending,AGENT005,10,4.0
INT0002956,CUST004194,2022-01-17 10:00:00,Phone Call,Inquiry,Negative,Escalated,AGENT011,10,1.0
INT0002957,CUST000218,2023-12-23 02:00:00,Email,Support,Neutral,Pending,AGENT032,8,
INT0002958,CUST003616,2024-09-12 02:00:00,Social Media,Feedback,Positive,Pending,AGENT018,15,
INT0002959,CUST000321,2024-04-17 05:00:00,Store Visit,Complaint,Negative,Closed,AGENT026,27,2.0
INT0002960,CUST002200,2023-02-01 22:00:00,Chat,Complaint,Neutral,Escalated,AGENT007,45,2.0
INT0002961,CUST001044,2023-05-12 19:00:00,Social Media,Inquiry,Negative,Closed,AGENT034,3,3.0
INT0002962,CUST003965,2022-10-13 00:00:00,Chat,Inquiry,Negative,Resolved,AGENT030,10,5.0
INT0002963,CUST003146,2023-07-01 15:00:00,Social Media,Inquiry,Neutral,Resolved,AGENT049,13,1.0
INT0002964,CUST003544,2023-07-30 08:00:00,Email,Inquiry,Negative,Resolved,AGENT048,42,
INT0002965,CUST000570,2024-05-14 06:00:00,Social Media,Feedback,Positive,Escalated,AGENT010,38,1.0
INT0002966,CUST002174,2022-08-03 22:00:00,Phone Call,Return Request,Neutral,Resolved,AGENT013,32,
INT0002967,CUST004843,2024-06-06 01:00:00,Email,Inquiry,Positive,Pending,AGENT009,9,
INT0002968,CUST000413,2023-04-17 18:00:00,Email,Return Request,Negative,Pending,AGENT024,25,
INT0002969,CUST001648,2024-05-15 03:00:00,Phone Call,Support,Neutral,Pending,AGENT032,18,
INT0002970,CUST003681,2022-02-25 16:00:00,Email,Feedback,Neutral,Closed,AGENT032,45,
INT0002971,CUST002772,2023-02-05 05:00:00,Social Media,Feedback,Neutral,Closed,AGENT008,19,4.0
INT0002972,CUST000541,2022-06-29 19:00:00,Phone Call,Support,Positive,Escalated,AGENT044,21,
INT0002973,CUST004701,2022-02-28 09:00:00,Phone Call,Complaint,Negative,Closed,AGENT046,34,
INT0002974,CUST003873,2022-03-06 05:00:00,Phone Call,Complaint,Neutral,Resolved,AGENT041,21,
INT0002975,CUST004649,2024-02-14 07:00:00,Email,Complaint,Negative,Resolved,AGENT023,39,3.0
INT0002976,CUST002273,2022-08-25 07:00:00,Phone Call,Return Request,Positive,Escalated,AGENT008,29,3.0
INT0002977,CUST003639,2022-10-06 22:00:00,Email,Feedback,Positive,Resolved,AGENT006,38,5.0
INT0002978,CUST001426,2024-07-18 23:00:00,Chat,Support,Positive,Pending,AGENT045,13,5.0
INT0002979,CUST002095,2023-11-22 01:00:00,Phone Call,Complaint,Neutral,Pending,AGENT011,9,
INT0002980,CUST004922,2024-05-10 07:00:00,Social Media,Inquiry,Negative,Escalated,AGENT044,5,2.0
INT0002981,CUST001424,2022-01-02 13:00:00,Phone Call,Feedback,Neutral,Escalated,AGENT005,16,2.0
INT0002982,CUST000402,2022-10-01 15:00:00,Email,Feedback,Neutral,Pending,AGENT004,19,2.0
INT0002983,CUST002749,2022-12-03 02:00:00,Email,Complaint,Neutral,Closed,AGENT047,2,
INT0002984,CUST000488,2023-07-16 07:00:00,Email,Inquiry,Negative,Escalated,AGENT037,35,3.0
INT0002985,CUST002537,2024-02-23 06:00:00,Store Visit,Feedback,Negative,Closed,AGENT001,35,1.0
INT0002986,CUST004997,2023-01-05 00:00:00,Chat,Return Request,Neutral,Escalated,AGENT002,6,
INT0002987,CUST003918,2022-10-05 11:00:00,Email,Feedback,Negative,Pending,AGENT012,18,2.0
INT0002988,CUST001072,2022-09-20 23:00:00,Chat,Inquiry,Positive,Escalated,AGENT035,39,3.0
INT0002989,CUST004627,2024-08-30 16:00:00,Store Visit,Support,Neutral,Resolved,AGENT003,20,3.0
INT0002990,CUST000944,2023-04-26 05:00:00,Phone Call,Inquiry,Positive,Escalated,AGENT031,37,5.0
INT0002991,CUST000870,2024-01-02 00:00:00,Email,Complaint,Neutral,Pending,AGENT031,43,3.0
INT0002992,CUST003615,2023-07-19 19:00:00,Chat,Feedback,Positive,Resolved,AGENT006,12,1.0
INT0002993,CUST000960,2022-01-06 08:00:00,Email,Return Request,Neutral,Closed,AGENT022,12,4.0
INT0002994,CUST001165,2023-02-10 18:00:00,Social Media,Complaint,Positive,Closed,AGENT014,23,3.0
INT0002995,CUST002077,2022-08-12 05:00:00,Email,Complaint,Positive,Closed,AGENT009,41,
INT0002996,CUST004845,2024-03-20 14:00:00,Chat,Inquiry,Positive,Closed,AGENT034,9,
INT0002997,CUST003828,2022-03-06 01:00:00,Chat,Support,Neutral,Closed,AGENT013,9,2.0
INT0002998,CUST001937,2022-07-26 09:00:00,Social Media,Complaint,Neutral,Closed,AGENT027,27,
INT0002999,CUST004166,2022-03-17 07:00:00,Social Media,Complaint,Neutral,Pending,AGENT012,2,5.0
INT0003000,CUST004759,2023-05-27 00:00:00,Chat,Inquiry,Neutral,Escalated,AGENT019,29,
INT0003001,CUST000074,2023-05-14 18:00:00,Email,Return Request,Negative,Closed,AGENT019,19,2.0
INT0003002,CUST001192,2024-03-02 03:00:00,Social Media,Return Request,Neutral,Escalated,AGENT010,21,2.0
INT0003003,CUST001677,2022-05-19 09:00:00,Phone Call,Return Request,Negative,Escalated,AGENT027,45,2.0
INT0003004,CUST004490,2024-07-09 02:00:00,Chat,Complaint,Positive,Resolved,AGENT038,31,3.0
INT0003005,CUST003395,2023-01-09 08:00:00,Store Visit,Return Request,Neutral,Resolved,AGENT012,25,1.0
INT0003006,CUST000098,2024-05-02 22:00:00,Chat,Complaint,Negative,Closed,AGENT029,14,3.0
INT0003007,CUST004237,2024-09-14 05:00:00,Phone Call,Support,Neutral,Resolved,AGENT003,23,3.0
INT0003008,CUST001352,2022-03-28 03:00:00,Phone Call,Complaint,Neutral,Escalated,AGENT044,45,3.0
INT0003009,CUST000728,2023-05-08 09:00:00,Email,Feedback,Neutral,Pending,AGENT014,6,1.0
INT0003010,CUST003445,2022-08-05 06:00:00,Email,Feedback,Positive,Closed,AGENT022,45,3.0
INT0003011,CUST000474,2022-05-20 04:00:00,Email,Inquiry,Positive,Closed,AGENT050,26,5.0
INT0003012,CUST004483,2024-07-03 07:00:00,Social Media,Return Request,Positive,Pending,AGENT044,8,
INT0003013,CUST000484,2023-05-01 13:00:00,Email,Complaint,Neutral,Resolved,AGENT009,24,
INT0003014,CUST000164,2022-07-05 20:00:00,Store Visit,Return Request,Negative,Resolved,AGENT027,13,5.0
INT0003015,CUST003078,2023-09-27 16:00:00,Store Visit,Feedback,Negative,Closed,AGENT019,22,
INT0003016,CUST000642,2023-09-18 08:00:00,Store Visit,Complaint,Positive,Resolved,AGENT016,40,2.0
INT0003017,CUST003752,2023-07-06 15:00:00,Store Visit,Return Request,Negative,Closed,AGENT025,32,2.0
INT0003018,CUST000967,2022-09-09 02:00:00,Social Media,Complaint,Negative,Escalated,AGENT028,4,4.0
INT0003019,CUST000937,2022-01-04 02:00:00,Email,Feedback,Neutral,Closed,AGENT039,21,1.0
INT0003020,CUST002113,2023-09-07 15:00:00,Social Media,Support,Positive,Pending,AGENT018,33,5.0
INT0003021,CUST003583,2023-12-28 14:00:00,Social Media,Support,Negative,Pending,AGENT047,43,5.0
INT0003022,CUST004949,2024-08-27 02:00:00,Email,Support,Neutral,Escalated,AGENT006,39,2.0
INT0003023,CUST001281,2024-01-17 01:00:00,Chat,Support,Neutral,Pending,AGENT036,34,2.0
INT0003024,CUST001455,2023-06-30 06:00:00,Social Media,Return Request,Negative,Closed,AGENT017,15,5.0
INT0003025,CUST003352,2023-12-13 08:00:00,Store Visit,Return Request,Positive,Escalated,AGENT006,27,1.0
INT0003026,CUST000181,2022-03-20 10:00:00,Phone Call,Support,Neutral,Pending,AGENT041,5,2.0
INT0003027,CUST000649,2024-09-22 06:00:00,Phone Call,Feedback,Neutral,Closed,AGENT019,32,
INT0003028,CUST000368,2023-03-19 09:00:00,Social Media,Support,Positive,Escalated,AGENT003,4,
INT0003029,CUST001398,2022-06-25 20:00:00,Email,Inquiry,Negative,Escalated,AGENT025,9,5.0
INT0003030,CUST003565,2022-08-18 09:00:00,Store Visit,Support,Positive,Closed,AGENT045,12,1.0
INT0003031,CUST000738,2024-01-15 14:00:00,Email,Feedback,Positive,Resolved,AGENT008,17,1.0
INT0003032,CUST003788,2023-08-11 22:00:00,Phone Call,Feedback,Negative,Resolved,AGENT033,36,
INT0003033,CUST004724,2023-06-30 04:00:00,Social Media,Return Request,Neutral,Resolved,AGENT030,26,2.0
INT0003034,CUST002540,2024-01-08 01:00:00,Store Visit,Inquiry,Neutral,Resolved,AGENT016,10,
INT0003035,CUST003098,2023-12-02 13:00:00,Email,Feedback,Positive,Pending,AGENT029,43,4.0
INT0003036,CUST003094,2024-04-24 17:00:00,Chat,Inquiry,Neutral,Closed,AGENT047,41,5.0
INT0003037,CUST002681,2023-04-19 00:00:00,Social Media,Complaint,Neutral,Escalated,AGENT033,43,
INT0003038,CUST004192,2022-01-11 23:00:00,Social Media,Feedback,Negative,Resolved,AGENT004,24,
INT0003039,CUST001581,2022-01-30 00:00:00,Chat,Support,Negative,Pending,AGENT042,9,4.0
INT0003040,CUST002398,2022-09-20 18:00:00,Store Visit,Feedback,Positive,Closed,AGENT038,22,1.0
INT0003041,CUST000277,2024-01-14 07:00:00,Social Media,Feedback,Negative,Escalated,AGENT006,45,5.0
INT0003042,CUST002903,2022-11-16 02:00:00,Phone Call,Feedback,Positive,Closed,AGENT002,9,
INT0003043,CUST002207,2023-11-04 08:00:00,Phone Call,Complaint,Positive,Escalated,AGENT033,39,
INT0003044,CUST002733,2022-02-15 16:00:00,Social Media,Feedback,Negative,Resolved,AGENT017,32,
INT0003045,CUST004091,2022-08-11 10:00:00,Store Visit,Feedback,Neutral,Resolved,AGENT016,31,2.0
INT0003046,CUST002677,2023-09-15 21:00:00,Social Media,Support,Neutral,Escalated,AGENT003,24,
INT0003047,CUST001818,2023-01-25 17:00:00,Store Visit,Complaint,Negative,Escalated,AGENT030,18,4.0
INT0003048,CUST001735,2022-10-29 10:00:00,Store Visit,Inquiry,Positive,Escalated,AGENT014,40,2.0
INT0003049,CUST003656,2023-05-20 19:00:00,Social Media,Return Request,Negative,Closed,AGENT024,18,1.0
INT0003050,CUST001416,2022-07-11 00:00:00,Phone Call,Support,Neutral,Pending,AGENT027,3,2.0
INT0003051,CUST002718,2022-08-26 02:00:00,Email,Complaint,Negative,Escalated,AGENT025,21,5.0
INT0003052,CUST002298,2024-01-25 16:00:00,Store Visit,Return Request,Negative,Resolved,AGENT021,27,4.0
INT0003053,CUST003408,2022-11-20 02:00:00,Store Visit,Return Request,Negative,Resolved,AGENT028,25,
INT0003054,CUST004447,2024-06-30 22:00:00,Store Visit,Inquiry,Neutral,Escalated,AGENT017,22,4.0
INT0003055,CUST003833,2022-04-26 00:00:00,Email,Feedback,Positive,Escalated,AGENT021,40,3.0
INT0003056,CUST003829,2022-10-23 02:00:00,Email,Return Request,Positive,Resolved,AGENT015,45,5.0
INT0003057,CUST001901,2023-05-14 13:00:00,Phone Call,Return Request,Neutral,Resolved,AGENT029,28,4.0
INT0003058,CUST003218,2022-11-26 13:00:00,Store Visit,Return Request,Positive,Escalated,AGENT029,14,4.0
INT0003059,CUST002678,2023-07-29 06:00:00,Email,Complaint,Negative,Closed,AGENT043,8,
INT0003060,CUST002920,2024-06-11 02:00:00,Email,Support,Negative,Resolved,AGENT034,17,3.0
INT0003061,CUST001716,2023-05-12 04:00:00,Phone Call,Complaint,Negative,Resolved,AGENT020,29,5.0
INT0003062,CUST001277,2024-09-19 21:00:00,Email,Complaint,Positive,Escalated,AGENT008,44,2.0
INT0003063,CUST003579,2022-03-06 18:00:00,Email,Complaint,Negative,Closed,AGENT050,4,
INT0003064,CUST000062,2024-04-09 12:00:00,Phone Call,Return Request,Negative,Pending,AGENT035,44,5.0
INT0003065,CUST002290,2022-01-11 19:00:00,Chat,Return Request,Positive,Resolved,AGENT038,12,
INT0003066,CUST001163,2024-03-24 06:00:00,Email,Inquiry,Neutral,Pending,AGENT048,6,
INT0003067,CUST004218,2023-04-26 15:00:00,Chat,Support,Negative,Closed,AGENT028,17,1.0
INT0003068,CUST001559,2022-12-20 23:00:00,Phone Call,Support,Positive,Closed,AGENT028,25,3.0
INT0003069,CUST000951,2023-05-06 21:00:00,Store Visit,Support,Positive,Pending,AGENT020,29,3.0
INT0003070,CUST000652,2023-05-28 23:00:00,Store Visit,Return Request,Negative,Resolved,AGENT027,36,1.0
INT0003071,CUST002205,2024-02-08 21:00:00,Email,Inquiry,Positive,Closed,AGENT013,45,1.0
INT0003072,CUST004379,2023-10-28 17:00:00,Email,Inquiry,Positive,Closed,AGENT003,27,
INT0003073,CUST004865,2022-06-11 14:00:00,Email,Inquiry,Positive,Pending,AGENT022,16,
INT0003074,CUST002122,2023-06-24 06:00:00,Chat,Inquiry,Positive,Closed,AGENT040,31,2.0
INT0003075,CUST002609,2022-11-21 17:00:00,Phone Call,Support,Positive,Resolved,AGENT001,3,1.0
INT0003076,CUST002858,2023-10-07 11:00:00,Email,Feedback,Negative,Closed,AGENT005,4,
INT0003077,CUST004918,2022-03-06 15:00:00,Chat,Feedback,Negative,Resolved,AGENT024,5,3.0
INT0003078,CUST000332,2023-07-09 20:00:00,Email,Complaint,Neutral,Closed,AGENT043,30,4.0
INT0003079,CUST001373,2023-05-24 19:00:00,Phone Call,Inquiry,Positive,Closed,AGENT040,45,4.0
INT0003080,CUST004059,2022-11-18 19:00:00,Phone Call,Inquiry,Positive,Closed,AGENT048,7,3.0
INT0003081,CUST000690,2023-10-10 12:00:00,Chat,Inquiry,Negative,Escalated,AGENT020,42,3.0
INT0003082,CUST004368,2024-07-16 11:00:00,Email,Support,Positive,Escalated,AGENT024,43,
INT0003083,CUST002132,2024-09-18 06:00:00,Social Media,Complaint,Positive,Escalated,AGENT047,45,2.0
INT0003084,CUST003585,2024-02-07 21:00:00,Social Media,Support,Neutral,Escalated,AGENT044,34,
INT0003085,CUST003209,2024-09-25 22:00:00,Social Media,Return Request,Negative,Closed,AGENT043,4,3.0
INT0003086,CUST004750,2022-03-11 18:00:00,Social Media,Return Request,Negative,Pending,AGENT016,5,3.0
INT0003087,CUST001016,2024-04-07 20:00:00,Social Media,Feedback,Neutral,Resolved,AGENT017,32,
INT0003088,CUST000707,2024-03-07 02:00:00,Email,Feedback,Neutral,Resolved,AGENT015,22,
INT0003089,CUST003254,2023-10-02 23:00:00,Email,Feedback,Neutral,Resolved,AGENT016,27,4.0
INT0003090,CUST000829,2022-04-25 10:00:00,Social Media,Support,Negative,Pending,AGENT043,7,
INT0003091,CUST003370,2023-11-22 15:00:00,Social Media,Feedback,Negative,Resolved,AGENT031,23,4.0
INT0003092,CUST001623,2023-08-24 03:00:00,Chat,Return Request,Positive,Resolved,AGENT024,11,
INT0003093,CUST004001,2023-11-28 02:00:00,Social Media,Feedback,Neutral,Closed,AGENT044,6,3.0
INT0003094,CUST000895,2023-11-29 22:00:00,Store Visit,Complaint,Positive,Pending,AGENT008,12,4.0
INT0003095,CUST002974,2023-10-07 06:00:00,Store Visit,Return Request,Negative,Closed,AGENT041,6,2.0
INT0003096,CUST003725,2023-10-28 04:00:00,Social Media,Return Request,Neutral,Resolved,AGENT035,31,
INT0003097,CUST001485,2023-06-09 16:00:00,Store Visit,Inquiry,Positive,Pending,AGENT016,28,
INT0003098,CUST004223,2022-09-26 15:00:00,Chat,Support,Negative,Escalated,AGENT048,37,4.0
INT0003099,CUST000159,2023-02-17 13:00:00,Store Visit,Complaint,Positive,Resolved,AGENT047,25,
INT0003100,CUST003306,2024-06-22 03:00:00,Email,Feedback,Negative,Pending,AGENT009,19,4.0
INT0003101,CUST002621,2022-05-09 12:00:00,Phone Call,Complaint,Positive,Closed,AGENT008,5,5.0
INT0003102,CUST001175,2022-09-26 10:00:00,Social Media,Support,Neutral,Escalated,AGENT014,26,5.0
INT0003103,CUST004104,2024-06-29 14:00:00,Email,Inquiry,Positive,Escalated,AGENT014,42,1.0
INT0003104,CUST000098,2023-10-07 09:00:00,Phone Call,Inquiry,Negative,Escalated,AGENT032,45,
